x.1,x.2,x.3,x.4,x.5,x.6,x.7,x.8,x.9,x.10,x.11,x.12,x.13,x.14,x.15,x.16,x.17,x.18,x.19,x.20,x.21,x.22,x.23,x.24,x.25,x.26,x.27,x.28,x.29,x.30,x.31,x.32,x.33,x.34,x.35,x.36,x.37,x.38,x.39,x.40,x.41,x.42,x.43,x.44,x.45,x.46,x.47,x.48,x.49,x.50,x.51,x.52,x.53,x.54,x.55,x.56,x.57,x.58,x.59,x.60,x.61,x.62,x.63,x.64,x.65,x.66,x.67,x.68,x.69,x.70,x.71,x.72,x.73,x.74,x.75,x.76,x.77,x.78,x.79,x.80,x.81,x.82,x.83,x.84,x.85,x.86,x.87,x.88,x.89,x.90,x.91,x.92,x.93,x.94,x.95,x.96,x.97,x.98,x.99,x.100,y
-0.195647674418605,-0.197863662790698,-0.200023546511628,-0.202151337209302,-0.204219302325581,-0.206229593023256,-0.208187093023256,-0.210044941860466,-0.211872558139535,-0.213664941860465,-0.215421453488372,-0.217079534883721,-0.218677790697674,-0.220171162790697,-0.221563197674418,-0.22288273255814,-0.224119534883721,-0.225245290697675,-0.226291744186047,-0.22734215116279,-0.22842238372093,-0.22960738372093,-0.2309375,-0.232437034883721,-0.233994360465116,-0.235581976744186,-0.237020697674419,-0.238231627906977,-0.239105872093023,-0.239728953488372,-0.240163662790698,-0.240486627906976,-0.240806860465116,-0.241188720930233,-0.241537209302325,-0.241796976744186,-0.241733081395349,-0.241580465116279,-0.241514593023256,-0.241742558139535,-0.242439651162791,-0.243779534883721,-0.245864186046512,-0.248576976744186,-0.251578372093023,-0.254469127906977,-0.256733546511628,-0.258006453488372,-0.258335,-0.257841395348837,-0.256722151162791,-0.255264011627907,-0.253766569767442,-0.252495465116279,-0.251603720930233,-0.251027034883721,-0.250416860465116,-0.249589360465116,-0.248395523255814,-0.2467075,-0.244675290697674,-0.242408779069768,-0.240042674418604,-0.237590872093023,-0.235063546511628,-0.232493430232558,-0.229902848837209,-0.227253023255814,-0.224595406976744,-0.221995930232558,-0.219448081395349,-0.216946395348837,-0.214518372093023,-0.212268081395349,-0.210175290697674,-0.208244069767442,-0.206398546511628,-0.204811162790698,-0.203365872093023,-0.202011976744186,-0.200800813953489,-0.199746337209302,-0.198893837209302,-0.198241918604651,-0.197833953488372,-0.197734302325582,-0.197895406976744,-0.198242848837209,-0.19866261627907,-0.199070581395349,-0.199487151162791,-0.199955697674418,-0.200494709302326,-0.201188953488372,-0.201940639534884,-0.20276238372093,-0.203722209302325,-0.204828023255814,-0.206139767441861,-0.207545,22.5
0.0211323255813953,0.0227063372093022,0.0242164534883722,0.0257786627906977,0.0273506976744184,0.0289304069767442,0.0305529069767441,0.0322750581395348,0.0339474418604651,0.0357250581395347,0.0375785465116278,0.0394504651162793,0.0414422093023257,0.0435788372093024,0.0458768023255813,0.0483972674418602,0.0511104651162788,0.0540147093023253,0.0571482558139533,0.0605678488372092,0.0642176162790697,0.0679926162790698,0.0716925000000002,0.0751629651162791,0.078365639534884,0.0815080232558141,0.0848493023255812,0.0889383720930232,0.0940441279069768,0.100271046511628,0.107386337209302,0.114893372093023,0.122233139534884,0.129011279069768,0.135202790697674,0.141143023255814,0.147046918604651,0.152329534883721,0.156315406976744,0.158037441860465,0.156430348837209,0.150600465116279,0.140095813953488,0.125203023255814,0.106961627906977,0.0870708720930233,0.067166453488372,0.0487335465116279,0.0318650000000003,0.0163286046511626,0.0016678488372092,-0.012384011627907,-0.0258365697674421,-0.0383254651162792,-0.0492237209302324,-0.0579570348837208,-0.0643068604651162,-0.0685393604651163,-0.0711455232558138,-0.0725275000000001,-0.0731352906976745,-0.0730687790697675,-0.0724726744186044,-0.0713208720930232,-0.0696235465116279,-0.0673934302325581,-0.0646428488372095,-0.0613430232558141,-0.0574354069767442,-0.0529059302325581,-0.0478280813953487,-0.0423163953488372,-0.0363783720930235,-0.0300180813953492,-0.0233052906976745,-0.0162840697674418,-0.0090485465116279,-0.0016111627906974,0.006224127906977,0.014518023255814,0.0231691860465113,0.0320336627906981,0.0409661627906979,0.0497580813953489,0.0582360465116283,0.0661856976744186,0.0735945930232558,0.0807071511627906,0.0878273837209305,0.0951794186046508,0.102772848837209,0.110454302325581,0.117995290697674,0.125231046511628,0.131969360465117,0.13802761627907,0.143227790697674,0.147381976744186,0.15046023255814,0.152675,40.1
-0.230567674418605,-0.231423662790698,-0.232323546511628,-0.233191337209302,-0.234069302325581,-0.235019593023256,-0.236037093023256,-0.237114941860465,-0.238252558139535,-0.239574941860465,-0.240921453488372,-0.242389534883721,-0.244037790697675,-0.245891162790698,-0.247953197674418,-0.25024273255814,-0.252759534883721,-0.255525290697674,-0.258531744186047,-0.261802151162791,-0.26520238372093,-0.26855738372093,-0.2716675,-0.274467034883721,-0.277084360465116,-0.279591976744186,-0.282330697674419,-0.285591627906977,-0.289615872093023,-0.294518953488372,-0.300123662790698,-0.306046627906976,-0.311966860465116,-0.317678720930233,-0.323277209302325,-0.329146976744186,-0.335353081395349,-0.341870465116279,-0.348244593023256,-0.353892558139535,-0.358099651162791,-0.360299534883721,-0.360224186046512,-0.358086976744186,-0.354628372093023,-0.350969127906977,-0.348203546511628,-0.347266453488372,-0.348505,-0.352021395348837,-0.35775215116279,-0.365434011627907,-0.374646569767442,-0.384665465116279,-0.394673720930232,-0.403947034883721,-0.412116860465116,-0.419199360465116,-0.425505523255814,-0.4312575,-0.436695290697675,-0.441808779069768,-0.446702674418605,-0.451380872093023,-0.455853546511628,-0.460043430232558,-0.463942848837209,-0.467543023255814,-0.470875406976744,-0.473975930232558,-0.476888081395349,-0.479596395348837,-0.482068372093023,-0.484328081395349,-0.486375290697675,-0.488074069767442,-0.489618546511628,-0.491011162790698,-0.492365872093023,-0.493691976744186,-0.494930813953489,-0.496066337209302,-0.497003837209302,-0.497641918604651,-0.497843953488372,-0.497514302325581,-0.496705406976744,-0.495612848837209,-0.49447261627907,-0.493440581395349,-0.492617151162791,-0.491895697674419,-0.491124709302325,-0.490198953488372,-0.489100639534883,-0.48781238372093,-0.486182209302326,-0.484088023255814,-0.481499767441861,-0.478585,8.4
0.0094523255813951,0.0085963372093025,0.0076864534883718,0.0068686627906977,0.0059806976744187,0.0049804069767445,0.0038729069767442,0.0026750581395345,0.0014374418604652,8.50581395348549e-05,-0.001321453488372,-0.002889534883721,-0.0045777906976747,-0.0064311627906974,-0.0084831976744186,-0.0107527325581396,-0.0132495348837209,-0.0160152906976747,-0.0190617441860468,-0.0222621511627907,-0.02549238372093,-0.0286173837209298,-0.0314674999999998,-0.0339970348837211,-0.0362643604651161,-0.038481976744186,-0.0409506976744187,-0.0440816279069769,-0.048075872093023,-0.0530689534883719,-0.0587836627906975,-0.0648866279069766,-0.0710168604651162,-0.0770687209302325,-0.0832572093023254,-0.0898569767441861,-0.0972030813953491,-0.104690465116279,-0.111674593023256,-0.117472558139535,-0.121299651162791,-0.122539534883721,-0.120924186046512,-0.116786976744186,-0.111148372093024,-0.105319127906977,-0.100633546511628,-0.0985664534883721,-0.0992249999999997,-0.102221395348837,-0.107242151162791,-0.113174011627907,-0.118656569767442,-0.122275465116279,-0.123213720930233,-0.121707034883721,-0.118906860465116,-0.116309360465116,-0.114945523255814,-0.1149175,-0.115935290697674,-0.117608779069768,-0.119532674418604,-0.121410872093023,-0.123143546511628,-0.124753430232558,-0.126372848837209,-0.128093023255814,-0.129955406976745,-0.131995930232558,-0.134228081395349,-0.136686395348837,-0.139358372093023,-0.142198081395349,-0.145195290697675,-0.148294069767442,-0.151548546511628,-0.155091162790697,-0.158925872093023,-0.162991976744186,-0.167180813953489,-0.171446337209302,-0.175653837209302,-0.179701918604652,-0.183433953488372,-0.186834302325582,-0.189975406976744,-0.193082848837209,-0.19637261627907,-0.199920581395349,-0.203757151162791,-0.207735697674419,-0.211704709302325,-0.215558953488372,-0.219210639534884,-0.22254238372093,-0.225422209302325,-0.227708023255814,-0.22936976744186,-0.230525,5.9
-0.0252776744186045,-0.0261136627906975,-0.0269435465116281,-0.0277713372093022,-0.0286493023255812,-0.0294795930232556,-0.0302070930232556,-0.0308449418604653,-0.0314525581395348,-0.0319849418604652,-0.0323414534883719,-0.0324895348837209,-0.0324877906976746,-0.0324011627906975,-0.0321531976744187,-0.0316827325581399,-0.0309795348837212,-0.0300352906976746,-0.0288317441860468,-0.0273521511627908,-0.0255923837209302,-0.0235873837209302,-0.0214675,-0.0194570348837209,-0.0177843604651162,-0.016521976744186,-0.0155606976744189,-0.0146516279069768,-0.013375872093023,-0.0114789534883721,-0.0087636627906975,-0.0051966279069763,-0.0010768604651163,0.0031112790697673,0.0069027906976746,0.010083023255814,0.0127369186046509,0.0156395348837206,0.0192754069767438,0.0233974418604652,0.0276903488372091,0.031680465116279,0.0346858139534882,0.036043023255814,0.0354016279069764,0.0328708720930235,0.028936453488372,0.0239535465116276,0.0192350000000001,0.0159886046511626,0.0144278488372094,0.0152959883720931,0.019533430232558,0.027794534883721,0.0399262790697672,0.0544329651162792,0.0690031395348836,0.0815306395348836,0.090904476744186,0.0976525000000001,0.102434709302325,0.105921220930232,0.108907325581395,0.111799127906977,0.114566453488372,0.117206569767442,0.119557151162791,0.121516976744186,0.123094593023255,0.124354069767442,0.125351918604651,0.126153604651162,0.126791627906977,0.127261918604651,0.127544709302326,0.127735930232558,0.127741453488372,0.127498837209302,0.127034127906977,0.126658023255814,0.126359186046511,0.126183662790698,0.126136162790698,0.126108081395349,0.126106046511628,0.125985697674419,0.125524593023256,0.124547151162791,0.12309738372093,0.121499418604651,0.120052848837209,0.118844302325582,0.117855290697674,0.116991046511628,0.116119360465116,0.11522761627907,0.114297790697675,0.113271976744186,0.11216023255814,0.110785,25.5
0.196522325581395,0.199396337209302,0.202246453488372,0.205068662790698,0.207870697674418,0.210620406976744,0.213362906976744,0.216165058139535,0.219007441860465,0.221855058139535,0.224758546511628,0.227710465116279,0.230782209302325,0.233928837209302,0.237216802325582,0.24071726744186,0.244430465116279,0.248324709302326,0.252428255813953,0.256877848837209,0.26187761627907,0.26735261627907,0.2731925,0.279082965116279,0.284685639534884,0.289878023255814,0.294679302325581,0.299418372093023,0.304784127906977,0.311251046511628,0.319186337209302,0.328413372093023,0.338313139534884,0.348001279069767,0.356692790697675,0.364233023255814,0.370946918604651,0.377519534883721,0.384055406976744,0.389707441860465,0.393460348837209,0.394090465116279,0.390275813953488,0.381133023255814,0.366521627906977,0.347190872093023,0.324766453488372,0.300603546511628,0.276835,0.254698604651163,0.234117848837209,0.215535988372093,0.199843430232558,0.188094534883721,0.181006279069767,0.178412965116279,0.179143139534884,0.181450639534884,0.183784476744186,0.1856425,0.186934709302326,0.187921220930233,0.189107325581396,0.190809127906977,0.193046453488372,0.195906569767442,0.19923715116279,0.202906976744186,0.206924593023256,0.211344069767442,0.216241918604651,0.221613604651163,0.227371627906977,0.233541918604651,0.240094709302326,0.246935930232558,0.253981453488372,0.261178837209302,0.268594127906977,0.276518023255814,0.285039186046511,0.293973662790698,0.303266162790698,0.312838081395349,0.322446046511628,0.331705697674419,0.340324593023256,0.348087151162791,0.35527738372093,0.362349418604651,0.369672848837209,0.377364302325581,0.385295290697675,0.393101046511628,0.400489360465116,0.40729761627907,0.413457790697675,0.418821976744186,0.42316023255814,0.426325,42.7
0.175522325581395,0.178346337209302,0.181186453488372,0.184128662790698,0.187140697674419,0.190220406976744,0.193422906976744,0.196755058139535,0.200097441860465,0.203565058139535,0.207068546511628,0.210790465116279,0.214722209302325,0.218908837209302,0.223366802325581,0.22804726744186,0.232970465116279,0.238034709302326,0.243518255813953,0.24920784883721,0.25480761627907,0.26001261627907,0.2648025,0.269392965116279,0.274125639534884,0.279488023255814,0.285809302325581,0.293608372093023,0.302794127906977,0.312721046511628,0.322636337209302,0.332053372093024,0.340973139534884,0.349731279069768,0.358682790697674,0.367843023255814,0.376316918604651,0.382999534883721,0.386295406976744,0.384877441860465,0.378020348837209,0.365830465116279,0.349475813953488,0.330993023255814,0.312551627906977,0.295840872093023,0.281826453488372,0.270213546511628,0.261355,0.253868604651163,0.24636784883721,0.237545988372093,0.226243430232558,0.212414534883721,0.197246279069768,0.182692965116279,0.170583139534884,0.161640639534884,0.155494476744186,0.1515625,0.148914709302326,0.146841220930233,0.145277325581395,0.144169127906977,0.143496453488372,0.143376569767442,0.143907151162791,0.145206976744186,0.147264593023256,0.150024069767442,0.153501918604651,0.157683604651162,0.162541627906977,0.167931918604651,0.173754709302326,0.180065930232558,0.186981453488372,0.194618837209303,0.202814127906977,0.211438023255814,0.220309186046511,0.229153662790698,0.237796162790698,0.246018081395349,0.253836046511628,0.261365697674419,0.268974593023256,0.277007151162791,0.28554738372093,0.294469418604651,0.303482848837209,0.312314302325582,0.320755290697674,0.328641046511628,0.335839360465116,0.34213761627907,0.347337790697674,0.351401976744186,0.35464023255814,0.357405,42.7
-0.287587674418605,-0.289353662790698,-0.291033546511628,-0.292831337209302,-0.294589302325581,-0.296369593023256,-0.298177093023256,-0.299994941860465,-0.301822558139535,-0.303784941860465,-0.305691453488372,-0.307599534883721,-0.309617790697675,-0.311741162790698,-0.313973197674418,-0.31634273255814,-0.318809534883721,-0.321405290697674,-0.324061744186046,-0.326872151162791,-0.32975238372093,-0.33257738372093,-0.3352675,-0.337777034883721,-0.340144360465116,-0.342481976744186,-0.344970697674419,-0.347851627906977,-0.351265872093023,-0.355308953488372,-0.359803662790698,-0.364446627906977,-0.368986860465116,-0.373298720930233,-0.377527209302325,-0.381666976744186,-0.385913081395349,-0.390030465116279,-0.393574593023256,-0.395992558139535,-0.396699651162791,-0.395259534883721,-0.391554186046512,-0.385986976744186,-0.379208372093023,-0.371939127906977,-0.365033546511628,-0.359506453488372,-0.355435,-0.352681395348837,-0.350872151162791,-0.349324011627907,-0.347116569767442,-0.343375465116279,-0.337793720930233,-0.331157034883721,-0.325666860465117,-0.321039360465116,-0.317435523255814,-0.3146875,-0.312625290697675,-0.311068779069767,-0.309702674418605,-0.308310872093023,-0.306843546511628,-0.305303430232558,-0.303852848837209,-0.302563023255814,-0.301535406976744,-0.300835930232558,-0.300288081395349,-0.299856395348837,-0.299638372093023,-0.299608081395349,-0.299745290697675,-0.299994069767441,-0.300338546511628,-0.300901162790697,-0.301745872093023,-0.302761976744186,-0.303920813953488,-0.305116337209302,-0.306253837209302,-0.307291918604651,-0.308063953488372,-0.308634302325582,-0.309115406976744,-0.309712848837209,-0.31056261627907,-0.311670581395349,-0.312927151162791,-0.314205697674419,-0.315494709302325,-0.316738953488372,-0.317840639534884,-0.31870238372093,-0.319212209302326,-0.319278023255814,-0.31882976744186,-0.317985,10.6
0.459952325581395,0.463956337209302,0.467846453488372,0.471728662790698,0.475530697674419,0.479330406976744,0.483052906976744,0.486675058139534,0.490287441860465,0.493835058139535,0.497368546511628,0.500820465116279,0.504142209302326,0.507398837209302,0.510596802325582,0.51371726744186,0.516800465116279,0.519824709302326,0.522768255813953,0.52570784883721,0.52868761627907,0.53169261627907,0.5347025,0.537722965116279,0.540645639534884,0.543388023255814,0.545979302325581,0.548448372093023,0.550814127906977,0.553021046511628,0.555086337209302,0.557133372093023,0.559203139534884,0.561171279069767,0.562882790697675,0.564403023255814,0.565626918604651,0.566799534883721,0.568085406976744,0.569627441860465,0.571600348837209,0.574070465116279,0.576815813953488,0.579503023255814,0.581801627906977,0.583780872093024,0.585556453488372,0.586663546511628,0.587305,0.587758604651163,0.58840784883721,0.589865988372093,0.592963430232558,0.598414534883721,0.606116279069767,0.615132965116279,0.622943139534884,0.629610639534883,0.635064476744186,0.6394225,0.642854709302326,0.645631220930233,0.648117325581395,0.650539127906977,0.652976453488372,0.655356569767442,0.657567151162791,0.659496976744186,0.660994593023256,0.662024069767442,0.662851918604651,0.663573604651163,0.664111627906976,0.664471918604651,0.664584709302326,0.664535930232558,0.664271453488372,0.663728837209303,0.662984127906977,0.662188023255814,0.661309186046512,0.660403662790698,0.659446162790698,0.658488081395348,0.657606046511628,0.656665697674419,0.655504593023256,0.653927151162791,0.65193738372093,0.649589418604651,0.647202848837209,0.644794302325582,0.642335290697674,0.639861046511628,0.637269360465116,0.634667616279069,0.632067790697675,0.629521976744186,0.62705023255814,0.624525,19.9
0.584642325581395,0.589386337209302,0.594096453488372,0.598738662790698,0.603320697674419,0.607850406976744,0.612402906976744,0.616965058139535,0.621397441860465,0.625765058139535,0.630048546511628,0.634320465116279,0.638612209302325,0.642848837209302,0.647026802325581,0.65116726744186,0.655270465116279,0.659324709302326,0.663308255813953,0.667417848837209,0.67149761627907,0.67541261627907,0.6791325,0.682722965116279,0.686315639534884,0.689988023255814,0.693649302325581,0.697248372093023,0.700824127906977,0.704531046511628,0.708036337209302,0.711243372093024,0.714243139534884,0.717311279069767,0.720692790697675,0.724343023255814,0.727906918604651,0.731369534883721,0.734575406976744,0.737387441860465,0.739690348837209,0.741560465116279,0.743575813953488,0.746193023255814,0.749991627906977,0.755220872093023,0.761946453488372,0.769713546511628,0.778635,0.788608604651162,0.79919784883721,0.809625988372093,0.818913430232558,0.82548453488372,0.828256279069767,0.828152965116279,0.827033139534884,0.826370639534884,0.826644476744186,0.8278825,0.829374709302325,0.830681220930232,0.831727325581395,0.832439127906976,0.832766453488372,0.832716569767442,0.83240715116279,0.831946976744186,0.831324593023256,0.830594069767442,0.829511918604652,0.828263604651162,0.826661627906977,0.825121918604651,0.823544709302325,0.821805930232558,0.820041453488372,0.818198837209303,0.816314127906977,0.814308023255814,0.811939186046511,0.809233662790698,0.806196162790698,0.802788081395349,0.799156046511628,0.795485697674418,0.792004593023256,0.78884715116279,0.78589738372093,0.782969418604651,0.779772848837209,0.776384302325582,0.772855290697675,0.769271046511628,0.765559360465117,0.761707616279069,0.757707790697675,0.753681976744186,0.74977023255814,0.745875,19.9
